,NAME,percent_uninsured,time,Location,expanded_medicaid,highlight1,highlight2,highlight3,highlight4,highlight5,highlight6
471,Tennessee,11.3,2017,Tennessee,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
472,Tennessee,12.0,2018,Tennessee,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
473,Texas,25.7,2008,Texas,No,noHighlight,noHighlight,noHighlight,Highlight,noHighlight,Highlight
474,Texas,26.3,2009,Texas,No,noHighlight,noHighlight,noHighlight,Highlight,noHighlight,Highlight
475,Texas,26.3,2010,Texas,No,noHighlight,noHighlight,noHighlight,Highlight,noHighlight,Highlight
476,Texas,25.7,2011,Texas,No,noHighlight,noHighlight,noHighlight,Highlight,noHighlight,Highlight
477,Texas,25.2,2012,Texas,No,noHighlight,noHighlight,noHighlight,Highlight,noHighlight,Highlight
478,Texas,24.8,2013,Texas,No,noHighlight,noHighlight,noHighlight,Highlight,noHighlight,Highlight
479,Texas,21.4,2014,Texas,No,noHighlight,noHighlight,noHighlight,Highlight,noHighlight,Highlight
480,Texas,19.2,2015,Texas,No,noHighlight,noHighlight,noHighlight,Highlight,noHighlight,Highlight
481,Texas,18.6,2016,Texas,No,noHighlight,noHighlight,noHighlight,Highlight,noHighlight,Highlight
482,Texas,19.4,2017,Texas,No,noHighlight,noHighlight,noHighlight,Highlight,noHighlight,Highlight
483,Texas,19.9,2018,Texas,No,noHighlight,noHighlight,noHighlight,Highlight,noHighlight,Highlight
484,Utah,16.3,2008,Utah,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
485,Utah,15.9,2009,Utah,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
486,Utah,16.7,2010,Utah,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
487,Utah,16.6,2011,Utah,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
488,Utah,15.7,2012,Utah,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
489,Utah,15.299999999999999,2013,Utah,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
490,Utah,13.8,2014,Utah,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
491,Utah,11.6,2015,Utah,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
492,Utah,9.7,2016,Utah,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
493,Utah,10.0,2017,Utah,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
494,Utah,10.4,2018,Utah,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
495,Vermont,10.3,2008,Vermont,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
496,Vermont,10.4,2009,Vermont,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
497,Vermont,9.7,2010,Vermont,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
498,Vermont,8.0,2011,Vermont,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
499,Vermont,7.9,2012,Vermont,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
500,Vermont,8.7,2013,Vermont,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
501,Vermont,6.1,2014,Vermont,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
502,Vermont,4.7,2015,Vermont,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
503,Vermont,4.7,2016,Vermont,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
504,Vermont,5.5,2017,Vermont,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
505,Vermont,4.9,2018,Vermont,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
506,Virginia,13.200000000000001,2008,Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
507,Virginia,13.600000000000001,2009,Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
508,Virginia,14.800000000000002,2010,Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
509,Virginia,14.3,2011,Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
510,Virginia,14.2,2012,Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
511,Virginia,14.000000000000002,2013,Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
512,Virginia,12.4,2014,Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
513,Virginia,10.4,2015,Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
514,Virginia,9.9,2016,Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
515,Virginia,10.2,2017,Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
516,Virginia,10.1,2018,Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
517,Washington,14.000000000000002,2008,Washington,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
518,Washington,15.0,2009,Washington,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
519,Washington,16.1,2010,Washington,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
520,Washington,16.0,2011,Washington,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
521,Washington,15.8,2012,Washington,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
522,Washington,15.9,2013,Washington,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
523,Washington,10.6,2014,Washington,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
524,Washington,7.6,2015,Washington,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
525,Washington,6.9,2016,Washington,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
526,Washington,7.1,2017,Washington,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
527,Washington,7.5,2018,Washington,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
528,West Virginia,17.4,2008,West Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
529,West Virginia,16.8,2009,West Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
530,West Virginia,17.4,2010,West Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
531,West Virginia,18.1,2011,West Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
532,West Virginia,17.6,2012,West Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
533,West Virginia,17.1,2013,West Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
534,West Virginia,10.6,2014,West Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
535,West Virginia,7.3,2015,West Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
536,West Virginia,6.5,2016,West Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
537,West Virginia,7.5,2017,West Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
538,West Virginia,7.8,2018,West Virginia,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
539,Wisconsin,10.0,2008,Wisconsin,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
540,Wisconsin,10.6,2009,Wisconsin,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
541,Wisconsin,10.8,2010,Wisconsin,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
542,Wisconsin,10.3,2011,Wisconsin,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
543,Wisconsin,10.4,2012,Wisconsin,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
544,Wisconsin,10.6,2013,Wisconsin,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
545,Wisconsin,8.6,2014,Wisconsin,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
546,Wisconsin,6.6000000000000005,2015,Wisconsin,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
547,Wisconsin,6.3,2016,Wisconsin,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
548,Wisconsin,6.4,2017,Wisconsin,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
549,Wisconsin,6.5,2018,Wisconsin,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
550,Wyoming,15.8,2008,Wyoming,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
551,Wyoming,17.3,2009,Wyoming,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
552,Wyoming,17.3,2010,Wyoming,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
553,Wyoming,17.3,2011,Wyoming,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
554,Wyoming,17.3,2012,Wyoming,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
555,Wyoming,15.8,2013,Wyoming,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
556,Wyoming,14.2,2014,Wyoming,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
557,Wyoming,13.4,2015,Wyoming,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
558,Wyoming,13.4,2016,Wyoming,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
559,Wyoming,14.2,2017,Wyoming,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
560,Wyoming,12.4,2018,Wyoming,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
